"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)",0.4,32,"beta4",-4,-4.77649803,0.417336557617402,-5.61680125,-3.933182,-0.77649803,0.77649803,TRUE
"Proposed Method (ADVI)",0.4,32,"beta5",-5,-6.22368158,0.542283925551012,-7.22729325,-5.137906,-1.22368158,1.22368158,FALSE
"Proposed Method (ADVI)",0.4,32,"beta6",0,-0.26088807251,0.158989853395567,-0.589730575,0.0315972625,-0.26088807251,0.26088807251,TRUE
"Proposed Method (ADVI)",0.4,32,"beta7",0,-0.1272786302313,0.181686149625294,-0.482325575,0.21436255,-0.1272786302313,0.1272786302313,TRUE
"Proposed Method (ADVI)",0.4,32,"beta8",0,0.0641105773595,0.1587163903963,-0.240896725,0.378811075,0.0641105773595,0.0641105773595,TRUE
"Proposed Method (ADVI)",0.4,32,"beta9",0,0.205571636671,0.167278045483874,-0.1372495,0.52434465,0.205571636671,0.205571636671,TRUE
"Proposed Method (ADVI)",0.4,32,"beta10",0,0.26395904122,0.165414438256248,-0.06507569,0.5938836,0.26395904122,0.26395904122,TRUE
"Proposed Method (ADVI)",0.4,32,"beta11",0,-0.29542155489,0.179697615718015,-0.63710085,0.0477863275,-0.29542155489,0.29542155489,TRUE
"Proposed Method (ADVI)",0.4,32,"beta12",0,0.328794595603,0.172430070371659,-0.026076865,0.65808935,0.328794595603,0.328794595603,TRUE
"Proposed Method (ADVI)",0.4,32,"beta13",0,0.067503329907,0.158859870378687,-0.228561125,0.385072075,0.067503329907,0.067503329907,TRUE
"Proposed Method (ADVI)",0.4,32,"beta14",0,-0.02435132232,0.146888262529049,-0.316907025,0.256434275,-0.02435132232,0.02435132232,TRUE
"Proposed Method (ADVI)",0.4,32,"beta15",0,0.084121739883,0.162976338012968,-0.2265265,0.40594645,0.084121739883,0.084121739883,TRUE
"Proposed Method (ADVI)",0.4,32,"beta16",0,-0.01358124399392,0.15981021108174,-0.300206425,0.302278775,-0.01358124399392,0.01358124399392,TRUE
"Proposed Method (ADVI)",0.4,32,"beta17",0,-0.022175327521,0.172489518504481,-0.34216025,0.32715785,-0.022175327521,0.022175327521,TRUE
"Proposed Method (ADVI)",0.4,32,"beta18",0,-0.161947938235,0.179841581492146,-0.509141375,0.181060725,-0.161947938235,0.161947938235,TRUE
"Proposed Method (ADVI)",0.4,32,"beta19",0,-0.0625683820135,0.180613930833367,-0.41669395,0.27772465,-0.0625683820135,0.0625683820135,TRUE
"Proposed Method (ADVI)",0.4,32,"beta20",0,-0.0263265329197,0.163124960833697,-0.343987725,0.27131835,-0.0263265329197,0.0263265329197,TRUE
"Proposed Method (ADVI)",0.4,32,"eta",0.4,0.973063424,0.330979945744728,0.47448965,1.7492925,0.573063424,0.573063424,FALSE
"Naive Method (ADVI)",0.4,33,"beta1",1,1.186410987,0.189223552634021,0.813276075,1.55176275,0.186410987,0.186410987,TRUE
"Naive Method (ADVI)",0.4,33,"beta2",2,2.11700727,0.241075545953761,1.632122,2.59545075,0.11700727,0.11700727,TRUE
"Naive Method (ADVI)",0.4,33,"beta3",3,3.0907144,0.288072313651855,2.51879575,3.65311525,0.0907144,0.0907144,TRUE
"Naive Method (ADVI)",0.4,33,"beta4",-4,-4.10060262,0.387791614036266,-4.868115,-3.3854125,-0.10060262,0.10060262,TRUE
"Naive Method (ADVI)",0.4,33,"beta5",-5,-5.25298941,0.423289500369753,-6.06821375,-4.45500425,-0.25298941,0.25298941,TRUE
"Naive Method (ADVI)",0.4,33,"beta6",0,-0.1895637535892,0.164407217461593,-0.518230025,0.122713325,-0.1895637535892,0.1895637535892,TRUE
"Naive Method (ADVI)",0.4,33,"beta7",0,-0.038784678976,0.156485816843671,-0.347437925,0.279307475,-0.038784678976,0.038784678976,TRUE
"Naive Method (ADVI)",0.4,33,"beta8",0,0.095659400031,0.147651459704852,-0.209578025,0.385085575,0.095659400031,0.095659400031,TRUE
"Naive Method (ADVI)",0.4,33,"beta9",0,0.07035852493,0.182845862131932,-0.3082203,0.417144425,0.07035852493,0.07035852493,TRUE
"Naive Method (ADVI)",0.4,33,"beta10",0,0.159509645105,0.152832995366182,-0.16430215,0.449953675,0.159509645105,0.159509645105,TRUE
"Naive Method (ADVI)",0.4,33,"beta11",0,0.008789260108,0.140422395205222,-0.25578535,0.2722572,0.008789260108,0.008789260108,TRUE
"Naive Method (ADVI)",0.4,33,"beta12",0,0.018640241444,0.170711337131964,-0.331865875,0.339283325,0.018640241444,0.018640241444,TRUE
"Naive Method (ADVI)",0.4,33,"beta13",0,-0.034574176153,0.167732746710701,-0.346281475,0.295936225,-0.034574176153,0.034574176153,TRUE
"Naive Method (ADVI)",0.4,33,"beta14",0,-0.033885313443,0.162597364793951,-0.331626925,0.2865167,-0.033885313443,0.033885313443,TRUE
"Naive Method (ADVI)",0.4,33,"beta15",0,-0.034032773227,0.16825312797291,-0.3656214,0.2959041,-0.034032773227,0.034032773227,TRUE
"Naive Method (ADVI)",0.4,33,"beta16",0,0.1916978264268,0.187880700143885,-0.185161225,0.5600983,0.1916978264268,0.1916978264268,TRUE
"Naive Method (ADVI)",0.4,33,"beta17",0,-0.0265883687106,0.169106376254127,-0.359128625,0.294217625,-0.0265883687106,0.0265883687106,TRUE
"Naive Method (ADVI)",0.4,33,"beta18",0,-0.117087530164,0.133447347821769,-0.364823975,0.143187225,-0.117087530164,0.117087530164,TRUE
"Naive Method (ADVI)",0.4,33,"beta19",0,0.06278975236,0.163920543869012,-0.24283765,0.37447695,0.06278975236,0.06278975236,TRUE
"Naive Method (ADVI)",0.4,33,"beta20",0,0.1821462841561,0.162495867648211,-0.123526,0.49993945,0.1821462841561,0.1821462841561,TRUE
"Proposed Method (ADVI)",0.4,33,"beta1",1,1.234709421,0.18275553616723,0.8981196,1.61923225,0.234709421,0.234709421,TRUE
"Proposed Method (ADVI)",0.4,33,"beta2",2,2.18146547,0.224296019598179,1.73626975,2.63170725,0.18146547,0.18146547,TRUE
"Proposed Method (ADVI)",0.4,33,"beta3",3,3.13591463,0.304829920489917,2.535998,3.766371,0.13591463,0.13591463,TRUE
"Proposed Method (ADVI)",0.4,33,"beta4",-4,-4.27205864,0.390507435840339,-5.045343,-3.4957995,-0.27205864,0.27205864,TRUE
"Proposed Method (ADVI)",0.4,33,"beta5",-5,-5.43155361,0.469223454566567,-6.333521,-4.509317,-0.43155361,0.43155361,TRUE
"Proposed Method (ADVI)",0.4,33,"beta6",0,-0.118670821338499,0.154468561099546,-0.43294315,0.16665995,-0.118670821338499,0.118670821338499,TRUE
"Proposed Method (ADVI)",0.4,33,"beta7",0,-0.030830951163,0.173238270948444,-0.367035175,0.308484925,-0.030830951163,0.030830951163,TRUE
"Proposed Method (ADVI)",0.4,33,"beta8",0,0.067518496853,0.148222727569298,-0.21675865,0.3602451,0.067518496853,0.067518496853,TRUE
"Proposed Method (ADVI)",0.4,33,"beta9",0,0.064395715316,0.17784611306445,-0.292412125,0.409501125,0.064395715316,0.064395715316,TRUE
"Proposed Method (ADVI)",0.4,33,"beta10",0,0.117492930871,0.148780138515622,-0.17015025,0.41846915,0.117492930871,0.117492930871,TRUE
"Proposed Method (ADVI)",0.4,33,"beta11",0,-0.030083910661,0.152602448189683,-0.32475665,0.272523925,-0.030083910661,0.030083910661,TRUE
"Proposed Method (ADVI)",0.4,33,"beta12",0,0.013379561324,0.174172564934271,-0.35568015,0.357065275,0.013379561324,0.013379561324,TRUE
"Proposed Method (ADVI)",0.4,33,"beta13",0,-0.0186747812408,0.170701946161244,-0.349839725,0.32465375,-0.0186747812408,0.0186747812408,TRUE
"Proposed Method (ADVI)",0.4,33,"beta14",0,-0.003960291808,0.171274259363994,-0.34379355,0.328026625,-0.003960291808,0.003960291808,TRUE
"Proposed Method (ADVI)",0.4,33,"beta15",0,-0.072351143965,0.164088948513099,-0.39013655,0.247235,-0.072351143965,0.072351143965,TRUE
"Proposed Method (ADVI)",0.4,33,"beta16",0,0.172779852352,0.164524744609169,-0.137556525,0.4912942,0.172779852352,0.172779852352,TRUE
"Proposed Method (ADVI)",0.4,33,"beta17",0,-0.0452932855024,0.177919448146611,-0.370316875,0.321611975,-0.0452932855024,0.0452932855024,TRUE
"Proposed Method (ADVI)",0.4,33,"beta18",0,-0.12918992024,0.169121714743908,-0.477102925,0.19773005,-0.12918992024,0.12918992024,TRUE
"Proposed Method (ADVI)",0.4,33,"beta19",0,0.09324356723,0.159861964214082,-0.228573825,0.40954165,0.09324356723,0.09324356723,TRUE
"Proposed Method (ADVI)",0.4,33,"beta20",0,0.226116325937,0.15440011473837,-0.0744701375,0.532956625,0.226116325937,0.226116325937,TRUE
"Proposed Method (ADVI)",0.4,33,"eta",0.4,0.939847733,0.32126283451743,0.45163855,1.6771695,0.539847733,0.539847733,FALSE
"Naive Method (ADVI)",0.4,34,"beta1",1,0.551445033218,0.403418607396261,-0.244076325,1.33013225,-0.448554966782,0.448554966782,TRUE
"Naive Method (ADVI)",0.4,34,"beta2",2,-0.26689158337,0.681122927186404,-1.57527375,1.052029,-2.26689158337,2.26689158337,FALSE
"Naive Method (ADVI)",0.4,34,"beta3",3,0.752636237606,0.654684295517647,-0.549026475,2.03702675,-2.247363762394,2.247363762394,FALSE
"Naive Method (ADVI)",0.4,34,"beta4",-4,-1.9178967979,0.628528531969165,-3.1464615,-0.7280009,2.0821032021,2.0821032021,FALSE
"Naive Method (ADVI)",0.4,34,"beta5",-5,-2.1150061508,0.762745292187914,-3.655019,-0.55849975,2.8849938492,2.8849938492,FALSE
"Naive Method (ADVI)",0.4,34,"beta6",0,-1.01673956242,0.659569266005395,-2.3159795,0.269309775,-1.01673956242,1.01673956242,TRUE
"Naive Method (ADVI)",0.4,34,"beta7",0,-0.1429878621231,0.391568827034719,-0.8515959,0.624918475,-0.1429878621231,0.1429878621231,TRUE
"Naive Method (ADVI)",0.4,34,"beta8",0,-0.0247248457385,0.425559952844573,-0.872901675,0.803830825,-0.0247248457385,0.0247248457385,TRUE
"Naive Method (ADVI)",0.4,34,"beta9",0,0.531301630832,0.600999114764605,-0.609477025,1.6837715,0.531301630832,0.531301630832,TRUE
"Naive Method (ADVI)",0.4,34,"beta10",0,-0.149762347903,0.3980258639975,-0.97324215,0.615044275,-0.149762347903,0.149762347903,TRUE
"Naive Method (ADVI)",0.4,34,"beta11",0,-0.620219200615,0.599679731495116,-1.80481075,0.510963825,-0.620219200615,0.620219200615,TRUE
"Naive Method (ADVI)",0.4,34,"beta12",0,0.17931778498,0.50359255515268,-0.86324775,1.13318575,0.17931778498,0.17931778498,TRUE
"Naive Method (ADVI)",0.4,34,"beta13",0,0.2801975746,0.402048937152456,-0.49702015,1.0683295,0.2801975746,0.2801975746,TRUE
"Naive Method (ADVI)",0.4,34,"beta14",0,1.2060082457,0.671115716355256,-0.09672577,2.53477175,1.2060082457,1.2060082457,TRUE
"Naive Method (ADVI)",0.4,34,"beta15",0,0.8238804077,0.680166820646684,-0.49341975,2.18914325,0.8238804077,0.8238804077,TRUE
"Naive Method (ADVI)",0.4,34,"beta16",0,0.38194279533,0.445845694336779,-0.49097715,1.21534875,0.38194279533,0.38194279533,TRUE
"Naive Method (ADVI)",0.4,34,"beta17",0,0.91676728001,0.694147346334451,-0.4832665,2.21061075,0.91676728001,0.91676728001,TRUE
"Naive Method (ADVI)",0.4,34,"beta18",0,0.361165399463,0.438378745366723,-0.4631492,1.19285925,0.361165399463,0.361165399463,TRUE
"Naive Method (ADVI)",0.4,34,"beta19",0,0.758575290404,0.67077211769783,-0.435781925,2.111648,0.758575290404,0.758575290404,TRUE
"Naive Method (ADVI)",0.4,34,"beta20",0,0.754886427446,0.535319080913705,-0.29011495,1.828248,0.754886427446,0.754886427446,TRUE
"Proposed Method (ADVI)",0.4,34,"beta1",1,1.486748861,0.198704081541701,1.12078225,1.90482775,0.486748861,0.486748861,FALSE
"Proposed Method (ADVI)",0.4,34,"beta2",2,2.07399717,0.219754289974173,1.63596425,2.515993,0.0739971700000002,0.0739971700000002,TRUE
"Proposed Method (ADVI)",0.4,34,"beta3",3,3.4400423,0.328604239307409,2.78837,4.14023,0.4400423,0.4400423,TRUE
"Proposed Method (ADVI)",0.4,34,"beta4",-4,-4.41066802,0.400508662329144,-5.2227295,-3.62048625,-0.41066802,0.41066802,TRUE
"Proposed Method (ADVI)",0.4,34,"beta5",-5,-5.85935424,0.502294572714857,-6.79418375,-4.90104225,-0.85935424,0.85935424,TRUE
"Proposed Method (ADVI)",0.4,34,"beta6",0,0.0078660519211,0.159446184504055,-0.3132382,0.311560925,0.0078660519211,0.0078660519211,TRUE
"Proposed Method (ADVI)",0.4,34,"beta7",0,0.0672369576338,0.174489443848192,-0.26918835,0.3934476,0.0672369576338,0.0672369576338,TRUE
"Proposed Method (ADVI)",0.4,34,"beta8",0,-0.075009785783,0.169995898097068,-0.3856963,0.261896525,-0.075009785783,0.075009785783,TRUE
"Proposed Method (ADVI)",0.4,34,"beta9",0,-0.10979949352,0.192054762861968,-0.485554075,0.264524975,-0.10979949352,0.10979949352,TRUE
"Proposed Method (ADVI)",0.4,34,"beta10",0,0.056807572038,0.141004404288724,-0.228478775,0.343425725,0.056807572038,0.056807572038,TRUE
"Proposed Method (ADVI)",0.4,34,"beta11",0,0.037421006713,0.172424869396817,-0.299517025,0.37003545,0.037421006713,0.037421006713,TRUE
"Proposed Method (ADVI)",0.4,34,"beta12",0,-0.153743788908,0.185270481972009,-0.519811225,0.21673505,-0.153743788908,0.153743788908,TRUE
"Proposed Method (ADVI)",0.4,34,"beta13",0,0.110863592519,0.183536067805719,-0.24427345,0.477144825,0.110863592519,0.110863592519,TRUE
"Proposed Method (ADVI)",0.4,34,"beta14",0,0.40553140579,0.164121540814438,0.0834901275,0.7099982,0.40553140579,0.40553140579,FALSE
"Proposed Method (ADVI)",0.4,34,"beta15",0,0.089539195015,0.154099519589006,-0.204708275,0.397975025,0.089539195015,0.089539195015,TRUE
"Proposed Method (ADVI)",0.4,34,"beta16",0,-0.117816901548,0.165416136176179,-0.424719675,0.2099774,-0.117816901548,0.117816901548,TRUE
"Proposed Method (ADVI)",0.4,34,"beta17",0,-0.215688622429,0.178942687933613,-0.5488227,0.1548773,-0.215688622429,0.215688622429,TRUE
"Proposed Method (ADVI)",0.4,34,"beta18",0,0.328504042902,0.17731304110374,-0.018188465,0.670184075,0.328504042902,0.328504042902,TRUE
"Proposed Method (ADVI)",0.4,34,"beta19",0,0.115628865533,0.164962111724027,-0.234263875,0.41994695,0.115628865533,0.115628865533,TRUE
"Proposed Method (ADVI)",0.4,34,"beta20",0,0.085825288222,0.167416630017686,-0.233158325,0.417994925,0.085825288222,0.085825288222,TRUE
"Proposed Method (ADVI)",0.4,34,"eta",0.4,0.5781487018,0.320726725274177,0.179742375,1.39129075,0.1781487018,0.1781487018,TRUE
"Naive Method (ADVI)",0.4,35,"beta1",1,0.766106674469,0.428004801464311,-0.0778969675,1.59225775,-0.233893325531,0.233893325531,TRUE
"Naive Method (ADVI)",0.4,35,"beta2",2,-0.252669197303,0.705403379997849,-1.59264775,1.11203525,-2.252669197303,2.252669197303,FALSE
"Naive Method (ADVI)",0.4,35,"beta3",3,0.73704737862,0.627414309899218,-0.514931,1.955147,-2.26295262138,2.26295262138,FALSE
"Naive Method (ADVI)",0.4,35,"beta4",-4,-1.9428759726,0.625711853216413,-3.15601925,-0.759047925,2.0571240274,2.0571240274,FALSE
"Naive Method (ADVI)",0.4,35,"beta5",-5,-2.0706551882,0.710792350323932,-3.49421725,-0.624451525,2.9293448118,2.9293448118,FALSE
"Naive Method (ADVI)",0.4,35,"beta6",0,-1.05173584191,0.60717543815901,-2.26290525,0.1283272,-1.05173584191,1.05173584191,TRUE
"Naive Method (ADVI)",0.4,35,"beta7",0,-0.222740866258,0.401838152304023,-0.98739085,0.5572869,-0.222740866258,0.222740866258,TRUE
"Naive Method (ADVI)",0.4,35,"beta8",0,-0.025807798974,0.419676264829947,-0.855698425,0.794266275,-0.025807798974,0.025807798974,TRUE
"Naive Method (ADVI)",0.4,35,"beta9",0,0.66350561273,0.535978333644967,-0.348442175,1.69110925,0.66350561273,0.66350561273,TRUE
"Naive Method (ADVI)",0.4,35,"beta10",0,-0.1043702880867,0.430581737091127,-1.00104375,0.729255025,-0.1043702880867,0.1043702880867,TRUE
"Naive Method (ADVI)",0.4,35,"beta11",0,-0.67544639392609,0.590732852558234,-1.82498325,0.436878025,-0.67544639392609,0.67544639392609,TRUE
"Naive Method (ADVI)",0.4,35,"beta12",0,0.325280672308,0.455564164599958,-0.61982035,1.18060575,0.325280672308,0.325280672308,TRUE
"Naive Method (ADVI)",0.4,35,"beta13",0,0.084059267474,0.428094879382327,-0.7668307,0.914322025,0.084059267474,0.084059267474,TRUE
"Naive Method (ADVI)",0.4,35,"beta14",0,1.18671326698,0.694331186505747,-0.1592087,2.56088575,1.18671326698,1.18671326698,TRUE
"Naive Method (ADVI)",0.4,35,"beta15",0,0.82566817714,0.688320346067714,-0.5205528,2.23003225,0.82566817714,0.82566817714,TRUE
"Naive Method (ADVI)",0.4,35,"beta16",0,0.371692669957,0.456933119977919,-0.551657625,1.22275625,0.371692669957,0.371692669957,TRUE
"Naive Method (ADVI)",0.4,35,"beta17",0,0.96391939854,0.64635077080106,-0.366525975,2.2022565,0.96391939854,0.96391939854,TRUE
"Naive Method (ADVI)",0.4,35,"beta18",0,0.230407358919,0.421526743252471,-0.5736768,1.0465765,0.230407358919,0.230407358919,TRUE
"Naive Method (ADVI)",0.4,35,"beta19",0,0.811410294037,0.614002905737775,-0.303878425,2.02135725,0.811410294037,0.811410294037,TRUE
"Naive Method (ADVI)",0.4,35,"beta20",0,0.68886243252,0.575052383869521,-0.46973115,1.8430185,0.68886243252,0.68886243252,TRUE
"Proposed Method (ADVI)",0.4,35,"beta1",1,1.058371244,0.180680143190872,0.72579855,1.4377815,0.0583712439999999,0.0583712439999999,TRUE
"Proposed Method (ADVI)",0.4,35,"beta2",2,2.35477182,0.248112931537806,1.86774475,2.851115,0.35477182,0.35477182,TRUE
"Proposed Method (ADVI)",0.4,35,"beta3",3,3.56793245,0.339408251890771,2.9005305,4.25480025,0.56793245,0.56793245,TRUE
"Proposed Method (ADVI)",0.4,35,"beta4",-4,-4.70748585,0.424478393612822,-5.53582225,-3.8417885,-0.70748585,0.70748585,TRUE
"Proposed Method (ADVI)",0.4,35,"beta5",-5,-5.67821332,0.4908303046744,-6.5793735,-4.7039735,-0.67821332,0.67821332,TRUE
"Proposed Method (ADVI)",0.4,35,"beta6",0,0.008289393583,0.157184188662765,-0.306687425,0.305269425,0.008289393583,0.008289393583,TRUE
"Proposed Method (ADVI)",0.4,35,"beta7",0,-0.0557137155376,0.177214454096357,-0.402875775,0.294362925,-0.0557137155376,0.0557137155376,TRUE
"Proposed Method (ADVI)",0.4,35,"beta8",0,0.19580945958,0.170783003862924,-0.1397898,0.5327189,0.19580945958,0.19580945958,TRUE
"Proposed Method (ADVI)",0.4,35,"beta9",0,0.08057272733,0.176299835880544,-0.280458775,0.41573025,0.08057272733,0.08057272733,TRUE
"Proposed Method (ADVI)",0.4,35,"beta10",0,-0.041117843071,0.145520808715602,-0.326472425,0.254727375,-0.041117843071,0.041117843071,TRUE
"Proposed Method (ADVI)",0.4,35,"beta11",0,0.052016494,0.180521676809547,-0.29961505,0.407050625,0.052016494,0.052016494,TRUE
"Proposed Method (ADVI)",0.4,35,"beta12",0,0.053197463572,0.168109788561916,-0.2820653,0.3911872,0.053197463572,0.053197463572,TRUE
"Proposed Method (ADVI)",0.4,35,"beta13",0,0.19682036581,0.172554689920134,-0.129860275,0.545796,0.19682036581,0.19682036581,TRUE
"Proposed Method (ADVI)",0.4,35,"beta14",0,0.195741039168,0.169084045505645,-0.136669875,0.521217025,0.195741039168,0.195741039168,TRUE
"Proposed Method (ADVI)",0.4,35,"beta15",0,-0.0758690242637,0.15891734881814,-0.38941805,0.22666085,-0.0758690242637,0.0758690242637,TRUE
"Proposed Method (ADVI)",0.4,35,"beta16",0,0.072968730656,0.142435054277214,-0.196521525,0.3619298,0.072968730656,0.072968730656,TRUE
"Proposed Method (ADVI)",0.4,35,"beta17",0,0.094806981574,0.195043548959892,-0.274484525,0.4802793,0.094806981574,0.094806981574,TRUE
"Proposed Method (ADVI)",0.4,35,"beta18",0,0.085286376665,0.165942947007075,-0.24121185,0.3918402,0.085286376665,0.085286376665,TRUE
"Proposed Method (ADVI)",0.4,35,"beta19",0,0.0849384675523,0.173273318471484,-0.262307825,0.4105898,0.0849384675523,0.0849384675523,TRUE
"Proposed Method (ADVI)",0.4,35,"beta20",0,0.185567650305,0.1779085221589,-0.1846044,0.5271094,0.185567650305,0.185567650305,TRUE
"Proposed Method (ADVI)",0.4,35,"eta",0.4,1.117453701,0.332328172389407,0.58966755,1.85910025,0.717453701,0.717453701,FALSE
"Naive Method (ADVI)",0.4,36,"beta1",1,0.64078371885,0.412484763400607,-0.17261585,1.43697425,-0.35921628115,0.35921628115,TRUE
"Naive Method (ADVI)",0.4,36,"beta2",2,-0.24824251757,0.728397068582297,-1.63994625,1.16166375,-2.24824251757,2.24824251757,FALSE
"Naive Method (ADVI)",0.4,36,"beta3",3,0.7465261422,0.640913518067629,-0.539241975,1.99636325,-2.2534738578,2.2534738578,FALSE
"Naive Method (ADVI)",0.4,36,"beta4",-4,-1.9797077821,0.63680566962001,-3.2317975,-0.777263,2.0202922179,2.0202922179,FALSE
"Naive Method (ADVI)",0.4,36,"beta5",-5,-2.0864761091,0.729487994043022,-3.55398075,-0.602386275,2.9135238909,2.9135238909,FALSE
"Naive Method (ADVI)",0.4,36,"beta6",0,-1.04877593842,0.62105091369668,-2.28337125,0.162634775,-1.04877593842,1.04877593842,TRUE
"Naive Method (ADVI)",0.4,36,"beta7",0,0.125604353018,0.405125454506991,-0.641606,0.92219665,0.125604353018,0.125604353018,TRUE
"Naive Method (ADVI)",0.4,36,"beta8",0,0.059303957619,0.406241400038773,-0.76013905,0.83381825,0.059303957619,0.059303957619,TRUE
"Naive Method (ADVI)",0.4,36,"beta9",0,0.60211673701,0.558237884857965,-0.4645582,1.66850975,0.60211673701,0.60211673701,TRUE
"Naive Method (ADVI)",0.4,36,"beta10",0,0.170676762732,0.479485555282258,-0.8174082,1.087944,0.170676762732,0.170676762732,TRUE
"Naive Method (ADVI)",0.4,36,"beta11",0,-0.67387172996,0.590737801872943,-1.83099025,0.446935425,-0.67387172996,0.67387172996,TRUE
"Naive Method (ADVI)",0.4,36,"beta12",0,0.320603097362,0.442151757150898,-0.608774975,1.16433425,0.320603097362,0.320603097362,TRUE
"Naive Method (ADVI)",0.4,36,"beta13",0,0.40860312659,0.405535224108073,-0.3628831,1.20533475,0.40860312659,0.40860312659,TRUE
"Naive Method (ADVI)",0.4,36,"beta14",0,1.19672574085,0.672868701117347,-0.10496415,2.5276645,1.19672574085,1.19672574085,TRUE
"Naive Method (ADVI)",0.4,36,"beta15",0,0.87448843643,0.631530832983569,-0.3148485,2.1363775,0.87448843643,0.87448843643,TRUE
"Naive Method (ADVI)",0.4,36,"beta16",0,0.33853824022,0.485557527845876,-0.6311649,1.26537075,0.33853824022,0.33853824022,TRUE
"Naive Method (ADVI)",0.4,36,"beta17",0,1.0511925582,0.580420186290632,-0.129216575,2.15615125,1.0511925582,1.0511925582,TRUE
"Naive Method (ADVI)",0.4,36,"beta18",0,0.240561332386,0.415577686404605,-0.532212775,1.01137075,0.240561332386,0.240561332386,TRUE
"Naive Method (ADVI)",0.4,36,"beta19",0,0.79806327092,0.624530756444998,-0.333083775,2.0652075,0.79806327092,0.79806327092,TRUE
"Naive Method (ADVI)",0.4,36,"beta20",0,0.75292866777,0.537501038710495,-0.287780375,1.83025625,0.75292866777,0.75292866777,TRUE
"Proposed Method (ADVI)",0.4,36,"beta1",1,1.219480057,0.197085886683287,0.8564965,1.634157,0.219480057,0.219480057,TRUE
"Proposed Method (ADVI)",0.4,36,"beta2",2,2.59951067,0.281819782784708,2.038632,3.1656085,0.59951067,0.59951067,FALSE
"Proposed Method (ADVI)",0.4,36,"beta3",3,3.32090485,0.329006486504354,2.688764,4.00622325,0.32090485,0.32090485,TRUE
"Proposed Method (ADVI)",0.4,36,"beta4",-4,-4.71862096,0.425547870880691,-5.570391,-3.85905975,-0.71862096,0.71862096,TRUE
"Proposed Method (ADVI)",0.4,36,"beta5",-5,-5.75074243,0.506793141148843,-6.69628925,-4.7375395,-0.75074243,0.75074243,TRUE
"Proposed Method (ADVI)",0.4,36,"beta6",0,-0.1342402303269,0.178190790679104,-0.505507625,0.194340175,-0.1342402303269,0.1342402303269,TRUE
"Proposed Method (ADVI)",0.4,36,"beta7",0,0.04322894564,0.192266398154066,-0.332856675,0.409468475,0.04322894564,0.04322894564,TRUE
"Proposed Method (ADVI)",0.4,36,"beta8",0,-0.202843331964,0.173158580089633,-0.539371925,0.14124835,-0.202843331964,0.202843331964,TRUE
"Proposed Method (ADVI)",0.4,36,"beta9",0,0.202983870757,0.184859575733464,-0.16358485,0.57307695,0.202983870757,0.202983870757,TRUE
"Proposed Method (ADVI)",0.4,36,"beta10",0,-0.0146610831313,0.161332743562571,-0.3305285,0.31103225,-0.0146610831313,0.0146610831313,TRUE
"Proposed Method (ADVI)",0.4,36,"beta11",0,-0.05867650976,0.184134479387387,-0.40388405,0.300872075,-0.05867650976,0.05867650976,TRUE
"Proposed Method (ADVI)",0.4,36,"beta12",0,-0.06042642183,0.173569007180131,-0.406049575,0.285543775,-0.06042642183,0.06042642183,TRUE
"Proposed Method (ADVI)",0.4,36,"beta13",0,0.0149166964075,0.197106250769347,-0.3546583,0.41687485,0.0149166964075,0.0149166964075,TRUE
"Proposed Method (ADVI)",0.4,36,"beta14",0,0.032255685246,0.1723271836585,-0.316807675,0.358537075,0.032255685246,0.032255685246,TRUE
"Proposed Method (ADVI)",0.4,36,"beta15",0,0.27886149933,0.17702217955363,-0.0647089775,0.63184295,0.27886149933,0.27886149933,TRUE
"Proposed Method (ADVI)",0.4,36,"beta16",0,0.0580447152103,0.161909873822577,-0.24921295,0.38502325,0.0580447152103,0.0580447152103,TRUE
"Proposed Method (ADVI)",0.4,36,"beta17",0,-0.103958404594,0.187561169684609,-0.45241305,0.28237465,-0.103958404594,0.103958404594,TRUE
"Proposed Method (ADVI)",0.4,36,"beta18",0,0.287942456022,0.195254311665123,-0.100253475,0.655797975,0.287942456022,0.287942456022,TRUE
"Proposed Method (ADVI)",0.4,36,"beta19",0,0.168676795724,0.172992531653617,-0.17222795,0.50569065,0.168676795724,0.168676795724,TRUE
"Proposed Method (ADVI)",0.4,36,"beta20",0,0.133250185665,0.174931504719194,-0.20590685,0.4807344,0.133250185665,0.133250185665,TRUE
"Proposed Method (ADVI)",0.4,36,"eta",0.4,0.4119018549,0.300949001712413,0.088023515,1.1277595,0.0119018549,0.0119018549,TRUE
"Naive Method (ADVI)",0.4,37,"beta1",1,0.58748816198,0.409863371350726,-0.220741725,1.378614,-0.41251183802,0.41251183802,TRUE
"Naive Method (ADVI)",0.4,37,"beta2",2,-0.254873083215,0.697607047490635,-1.59511825,1.09598825,-2.254873083215,2.254873083215,FALSE
"Naive Method (ADVI)",0.4,37,"beta3",3,0.760435434054,0.66250464255306,-0.57034555,2.0553525,-2.239564565946,2.239564565946,FALSE
"Naive Method (ADVI)",0.4,37,"beta4",-4,-1.9588498803,0.634800956439974,-3.183816,-0.765121425,2.0411501197,2.0411501197,FALSE
"Naive Method (ADVI)",0.4,37,"beta5",-5,-2.0949199914,0.737592238967633,-3.57973825,-0.5932093,2.9050800086,2.9050800086,FALSE
